k,sender,branch,t_ms,q_kb,q_tau0_kb,q_tau0_tau_star_kb,q_thresh_kb,r_ms,rhat_ms,theta_ms,sigma,g,g_target,R_gbps,dR_gbps_per_s,dg_per_s
19224,S,AI,192.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.303172336,33.333333333,0.0
19225,S,AI,192.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30350567,33.333333333,0.0
19226,S,AI,192.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.303839003,33.333333333,0.0
19227,S,AI,192.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.304172336,33.333333333,0.0
19228,S,AI,192.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30450567,33.333333333,0.0
19229,S,AI,192.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.304839003,33.333333333,0.0
19230,S,AI,192.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.305172336,33.333333333,0.0
19231,S,AI,192.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30550567,33.333333333,0.0
19232,S,AI,192.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.305839003,33.333333333,0.0
19233,S,AI,192.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.306172336,33.333333333,0.0
19234,S,AI,192.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30650567,33.333333333,0.0
19235,S,AI,192.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.306839003,33.333333333,0.0
19236,S,AI,192.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.307172336,33.333333333,0.0
19237,S,AI,192.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30750567,33.333333333,0.0
19238,S,AI,192.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.307839003,33.333333333,0.0
19239,S,AI,192.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.308172336,33.333333333,0.0
19240,S,AI,192.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30850567,33.333333333,0.0
19241,S,AI,192.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.308839003,33.333333333,0.0
19242,S,AI,192.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.309172336,33.333333333,0.0
19243,S,AI,192.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.30950567,33.333333333,0.0
19244,S,AI,192.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.309839003,33.333333333,0.0
19245,S,AI,192.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.310172336,33.333333333,0.0
19246,S,AI,192.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31050567,33.333333333,0.0
19247,S,AI,192.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.310839003,33.333333333,0.0
19248,S,AI,192.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.311172336,33.333333333,0.0
19249,S,AI,192.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31150567,33.333333333,0.0
19250,S,AI,192.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.311839003,33.333333333,0.0
19251,S,AI,192.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.312172336,33.333333333,0.0
19252,S,AI,192.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31250567,33.333333333,0.0
19253,S,AI,192.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.312839003,33.333333333,0.0
19254,S,AI,192.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.313172336,33.333333333,0.0
19255,S,AI,192.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31350567,33.333333333,0.0
19256,S,AI,192.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.313839003,33.333333333,0.0
19257,S,AI,192.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.314172336,33.333333333,0.0
19258,S,AI,192.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31450567,33.333333333,0.0
19259,S,AI,192.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.314839003,33.333333333,0.0
19260,S,AI,192.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.315172336,33.333333333,0.0
19261,S,AI,192.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31550567,33.333333333,0.0
19262,S,AI,192.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.315839003,33.333333333,0.0
19263,S,AI,192.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.316172336,33.333333333,0.0
19264,S,AI,192.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31650567,33.333333333,0.0
19265,S,AI,192.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.316839003,33.333333333,0.0
19266,S,AI,192.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.317172336,33.333333333,0.0
19267,S,AI,192.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31750567,33.333333333,0.0
19268,S,AI,192.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.317839003,33.333333333,0.0
19269,S,AI,192.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.318172336,33.333333333,0.0
19270,S,AI,192.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31850567,33.333333333,0.0
19271,S,AI,192.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.318839003,33.333333333,0.0
19272,S,AI,192.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.319172336,33.333333333,0.0
19273,S,AI,192.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.31950567,33.333333333,0.0
19274,S,AI,192.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.319839003,33.333333333,0.0
19275,S,AI,192.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.320172336,33.333333333,0.0
19276,S,AI,192.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32050567,33.333333333,0.0
19277,S,AI,192.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.320839003,33.333333333,0.0
19278,S,AI,192.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.321172336,33.333333333,0.0
19279,S,AI,192.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32150567,33.333333333,0.0
19280,S,AI,192.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.321839003,33.333333333,0.0
19281,S,AI,192.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.322172336,33.333333333,0.0
19282,S,AI,192.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32250567,33.333333333,0.0
19283,S,AI,192.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.322839003,33.333333333,0.0
19284,S,AI,192.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.323172336,33.333333333,0.0
19285,S,AI,192.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32350567,33.333333333,0.0
19286,S,AI,192.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.323839003,33.333333333,0.0
19287,S,AI,192.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.324172336,33.333333333,0.0
19288,S,AI,192.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32450567,33.333333333,0.0
19289,S,AI,192.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.324839003,33.333333333,0.0
19290,S,AI,192.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.325172336,33.333333333,0.0
19291,S,AI,192.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32550567,33.333333333,0.0
19292,S,AI,192.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.325839003,33.333333333,0.0
19293,S,AI,192.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.326172336,33.333333333,0.0
19294,S,AI,192.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32650567,33.333333333,0.0
19295,S,AI,192.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.326839003,33.333333333,0.0
19296,S,AI,192.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.327172336,33.333333333,0.0
19297,S,AI,192.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32750567,33.333333333,0.0
19298,S,AI,192.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.327839003,33.333333333,0.0
19299,S,AI,192.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.328172336,33.333333333,0.0
19300,S,AI,193.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32850567,33.333333333,0.0
19301,S,AI,193.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.328839003,33.333333333,0.0
19302,S,AI,193.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.329172336,33.333333333,0.0
19303,S,AI,193.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.32950567,33.333333333,0.0
19304,S,AI,193.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.329839003,33.333333333,0.0
19305,S,AI,193.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.330172336,33.333333333,0.0
19306,S,AI,193.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33050567,33.333333333,0.0
19307,S,AI,193.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.330839003,33.333333333,0.0
19308,S,AI,193.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.331172336,33.333333333,0.0
19309,S,AI,193.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33150567,33.333333333,0.0
19310,S,AI,193.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.331839003,33.333333333,0.0
19311,S,AI,193.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.332172336,33.333333333,0.0
19312,S,AI,193.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33250567,33.333333333,0.0
19313,S,AI,193.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.332839003,33.333333333,0.0
19314,S,AI,193.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.333172336,33.333333333,0.0
19315,S,AI,193.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33350567,33.333333333,0.0
19316,S,AI,193.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.333839003,33.333333333,0.0
19317,S,AI,193.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.334172336,33.333333333,0.0
19318,S,AI,193.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33450567,33.333333333,0.0
19319,S,AI,193.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.334839003,33.333333333,0.0
19320,S,AI,193.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.335172336,33.333333333,0.0
19321,S,AI,193.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33550567,33.333333333,0.0
19322,S,AI,193.22,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.335839003,33.333333333,0.0
19323,S,AI,193.23,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.336172336,33.333333333,0.0
19324,S,AI,193.24,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33650567,33.333333333,0.0
19325,S,AI,193.25,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.336839003,33.333333333,0.0
19326,S,AI,193.26,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.337172336,33.333333333,0.0
19327,S,AI,193.27,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33750567,33.333333333,0.0
19328,S,AI,193.28,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.337839003,33.333333333,0.0
19329,S,AI,193.29,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.338172336,33.333333333,0.0
19330,S,AI,193.3,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33850567,33.333333333,0.0
19331,S,AI,193.31,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.338839003,33.333333333,0.0
19332,S,AI,193.32,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.339172336,33.333333333,0.0
19333,S,AI,193.33,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.33950567,33.333333333,0.0
19334,S,AI,193.34,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.339839003,33.333333333,0.0
19335,S,AI,193.35,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.340172336,33.333333333,0.0
19336,S,AI,193.36,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34050567,33.333333333,0.0
19337,S,AI,193.37,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.340839003,33.333333333,0.0
19338,S,AI,193.38,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.341172336,33.333333333,0.0
19339,S,AI,193.39,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34150567,33.333333333,0.0
19340,S,AI,193.4,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.341839003,33.333333333,0.0
19341,S,AI,193.41,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.342172336,33.333333333,0.0
19342,S,AI,193.42,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34250567,33.333333333,0.0
19343,S,AI,193.43,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.342839003,33.333333333,0.0
19344,S,AI,193.44,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.343172336,33.333333333,0.0
19345,S,AI,193.45,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34350567,33.333333333,0.0
19346,S,AI,193.46,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.343839003,33.333333333,0.0
19347,S,AI,193.47,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.344172336,33.333333333,0.0
19348,S,AI,193.48,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34450567,33.333333333,0.0
19349,S,AI,193.49,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.344839003,33.333333333,0.0
19350,S,AI,193.5,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.345172336,33.333333333,0.0
19351,S,AI,193.51,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34550567,33.333333333,0.0
19352,S,AI,193.52,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.345839003,33.333333333,0.0
19353,S,AI,193.53,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.346172336,33.333333333,0.0
19354,S,AI,193.54,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34650567,33.333333333,0.0
19355,S,AI,193.55,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.346839003,33.333333333,0.0
19356,S,AI,193.56,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.347172336,33.333333333,0.0
19357,S,AI,193.57,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34750567,33.333333333,0.0
19358,S,AI,193.58,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.347839003,33.333333333,0.0
19359,S,AI,193.59,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.348172336,33.333333333,0.0
19360,S,AI,193.6,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34850567,33.333333333,0.0
19361,S,AI,193.61,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.348839003,33.333333333,0.0
19362,S,AI,193.62,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.349172336,33.333333333,0.0
19363,S,AI,193.63,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.34950567,33.333333333,0.0
19364,S,AI,193.64,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.349839003,33.333333333,0.0
19365,S,AI,193.65,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.350172336,33.333333333,0.0
19366,S,AI,193.66,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35050567,33.333333333,0.0
19367,S,AI,193.67,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.350839003,33.333333333,0.0
19368,S,AI,193.68,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.351172336,33.333333333,0.0
19369,S,AI,193.69,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35150567,33.333333333,0.0
19370,S,AI,193.7,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.351839003,33.333333333,0.0
19371,S,AI,193.71,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.352172336,33.333333333,0.0
19372,S,AI,193.72,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35250567,33.333333333,0.0
19373,S,AI,193.73,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.352839003,33.333333333,0.0
19374,S,AI,193.74,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.353172336,33.333333333,0.0
19375,S,AI,193.75,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35350567,33.333333333,0.0
19376,S,AI,193.76,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.353839003,33.333333333,0.0
19377,S,AI,193.77,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.354172336,33.333333333,0.0
19378,S,AI,193.78,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35450567,33.333333333,0.0
19379,S,AI,193.79,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.354839003,33.333333333,0.0
19380,S,AI,193.8,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.355172336,33.333333333,0.0
19381,S,AI,193.81,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35550567,33.333333333,0.0
19382,S,AI,193.82,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.355839003,33.333333333,0.0
19383,S,AI,193.83,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.356172336,33.333333333,0.0
19384,S,AI,193.84,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35650567,33.333333333,0.0
19385,S,AI,193.85,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.356839003,33.333333333,0.0
19386,S,AI,193.86,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.357172336,33.333333333,0.0
19387,S,AI,193.87,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35750567,33.333333333,0.0
19388,S,AI,193.88,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.357839003,33.333333333,0.0
19389,S,AI,193.89,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.358172336,33.333333333,0.0
19390,S,AI,193.9,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35850567,33.333333333,0.0
19391,S,AI,193.91,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.358839003,33.333333333,0.0
19392,S,AI,193.92,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.359172336,33.333333333,0.0
19393,S,AI,193.93,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.35950567,33.333333333,0.0
19394,S,AI,193.94,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.359839003,33.333333333,0.0
19395,S,AI,193.95,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.360172336,33.333333333,0.0
19396,S,AI,193.96,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36050567,33.333333333,0.0
19397,S,AI,193.97,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.360839003,33.333333333,0.0
19398,S,AI,193.98,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.361172336,33.333333333,0.0
19399,S,AI,193.99,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36150567,33.333333333,0.0
19400,S,AI,194.0,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.361839003,33.333333333,0.0
19401,S,AI,194.01,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.362172336,33.333333333,0.0
19402,S,AI,194.02,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36250567,33.333333333,0.0
19403,S,AI,194.03,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.362839003,33.333333333,0.0
19404,S,AI,194.04,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.363172336,33.333333333,0.0
19405,S,AI,194.05,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36350567,33.333333333,0.0
19406,S,AI,194.06,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.363839003,33.333333333,0.0
19407,S,AI,194.07,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.364172336,33.333333333,0.0
19408,S,AI,194.08,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36450567,33.333333333,0.0
19409,S,AI,194.09,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.364839003,33.333333333,0.0
19410,S,AI,194.1,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.365172336,33.333333333,0.0
19411,S,AI,194.11,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36550567,33.333333333,0.0
19412,S,AI,194.12,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.365839003,33.333333333,0.0
19413,S,AI,194.13,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.366172336,33.333333333,0.0
19414,S,AI,194.14,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36650567,33.333333333,0.0
19415,S,AI,194.15,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.366839003,33.333333333,0.0
19416,S,AI,194.16,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.367172336,33.333333333,0.0
19417,S,AI,194.17,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36750567,33.333333333,0.0
19418,S,AI,194.18,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.367839003,33.333333333,0.0
19419,S,AI,194.19,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.368172336,33.333333333,0.0
19420,S,AI,194.2,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.36850567,33.333333333,0.0
19421,S,AI,194.21,0.0,0.0,0.0,48828.125,4.0,4.0,5.0,1.0,-0.0,0.0,92.368839003,33.333333333,0.0
